age,total_view,total_click,total_cart,total_wishlist,click_through_rate,cart_rate,unique_brands,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,wishlist_to_view_ratio,active_engagement_ratio,category_commitment_score,exploration_score,engagement_depth_score,brand_loyalty_score,wishlist_to_cart_ratio,click_engagement_rate,value_per_click,category_breadth_score,rating_concentration,repurchase
23,17,10,2,8,0.5882,0.2,8,21.62,385000,4.7,6,0.1971,0.4444444444444444,0.3157894736842105,7.2927,2.6666666666666665,5.285714285714286,0.2222222222222222,2.6666666666666665,0.6666666666666666,35000.0,0.6666666666666666,0.92637,0
23,21,10,4,19,0.4762,0.4,8,9.02,246000,3.5,6,0.2981,0.8636363636363636,0.2545454545454545,16.0974,1.6,7.714285714285714,0.4444444444444444,3.8,0.6363636363636364,22363.636363636364,0.6666666666666666,1.04335,1
23,8,5,3,4,0.625,0.6,1,13.24,10127000,4.0,6,0.101,0.4444444444444444,0.38095238095238093,2.02,0.25,2.857142857142857,1.5,1.0,0.8888888888888888,1687833.3333333333,3.0,0.404,0
31,9,4,2,7,0.4444,0.5,3,20.8,642000,4.7,5,0.1678,0.7,0.2608695652173913,3.6916,1.0,3.6666666666666665,0.5,2.3333333333333335,0.6,128400.0,1.25,0.78866,0
31,11,9,6,4,0.8182,0.6667,5,11.13,949000,3.0,5,0.2378,0.3333333333333333,0.4838709677419355,7.134,0.7142857142857143,5.0,1.0,0.5714285714285714,1.25,94900.0,0.8333333333333334,0.7134,0
31,4,2,2,9,0.5,1.0,5,3.24,0,3.5,5,0.1189,1.8,0.2222222222222222,2.0213,1.6666666666666667,2.8333333333333335,0.3333333333333333,3.0,0.8,0.0,0.8333333333333334,0.41615,0
31,18,9,4,7,0.5,0.4444,7,9.47,8426000,4.7,5,0.3357,0.3684210526315789,0.3333333333333333,12.7566,1.4,6.333333333333333,0.5,1.4,0.6842105263157895,842600.0,0.625,1.57779,1
31,6,3,1,7,0.5,0.3333,7,6.89,2433000,4.2,5,0.1399,1.0,0.2222222222222222,2.3783,3.5,2.8333333333333335,0.125,3.5,0.5714285714285714,608250.0,0.625,0.58758,0
19,7,4,5,2,0.5714,1.25,3,12.06,2185000,4.7,13,0.0538,0.25,0.47368421052631576,0.9684,0.5,1.2857142857142858,1.25,0.3333333333333333,1.125,437000.0,3.25,0.25286000000000003,0
19,6,2,3,2,0.3333,1.5,2,11.55,20275000,3.1,13,0.0385,0.2857142857142857,0.35714285714285715,0.5005,0.5,0.9285714285714286,1.0,0.5,0.7142857142857143,6758333.333333333,4.333333333333333,0.11935,0
19,1,0,1,4,0.0,0.0,2,5.35,0,4.0,13,0.0154,2.0,0.14285714285714285,0.09240000000000001,1.0,0.42857142857142855,0.3333333333333333,2.0,0.5,0.0,4.333333333333333,0.0616,0
19,7,4,4,1,0.5714,1.0,1,7.6,0,4.0,13,0.041,0.125,0.47058823529411764,0.656,0.2,1.1428571428571428,2.0,0.2,1.0,0.0,6.5,0.164,0
19,16,7,2,7,0.4375,0.2857,7,2.92,7225000,4.0,13,0.0923,0.4117647058823529,0.2727272727272727,2.9536,2.3333333333333335,2.2857142857142856,0.25,2.3333333333333335,0.5294117647058824,903125.0,1.625,0.3692,0
19,10,3,3,9,0.3,1.0,1,22.7,339000,4.0,13,0.0692,0.8181818181818182,0.23076923076923078,1.73,0.25,1.7857142857142858,1.5,2.25,0.5454545454545454,84750.0,6.5,0.2768,0
19,13,4,2,9,0.3077,0.5,7,10.02,7106000,4.0,13,0.0923,0.6428571428571429,0.20689655172413793,2.5843999999999996,2.3333333333333335,2.0,0.25,3.0,0.42857142857142855,1421200.0,1.625,0.3692,1
19,6,4,2,7,0.6667,0.5,6,18.07,693000,3.1,13,0.059,1.0,0.3,1.121,2.0,1.3571428571428572,0.2857142857142857,2.3333333333333335,0.8571428571428571,138600.0,1.8571428571428572,0.1829,0
19,4,2,3,1,0.5,1.5,5,13.55,6788000,3.9,13,0.041,0.2,0.45454545454545453,0.41000000000000003,1.25,0.7142857142857143,0.5,0.25,1.0,2262666.6666666665,2.1666666666666665,0.15990000000000001,1
19,18,12,5,9,0.6667,0.4167,2,19.96,0,4.0,13,0.1128,0.47368421052631576,0.37777777777777777,4.9632,0.3333333333333333,3.142857142857143,1.6666666666666667,1.5,0.8947368421052632,0.0,4.333333333333333,0.4512,0
19,11,7,6,3,0.6364,0.8571,2,3.66,253000,4.0,13,0.0718,0.25,0.4642857142857143,1.9386,0.2857142857142857,1.9285714285714286,2.0,0.42857142857142855,1.0833333333333333,31625.0,4.333333333333333,0.2872,0
19,40,24,15,11,0.6,0.625,9,6.73,232000,4.0,13,0.2615,0.2682926829268293,0.42857142857142855,23.535,0.5625,6.428571428571429,1.5,0.6875,0.9512195121951219,9280.0,1.3,1.046,1
19,8,3,4,5,0.375,1.3333,2,1.28,0,4.3,13,0.0513,0.5555555555555556,0.3333333333333333,1.026,0.4,1.4285714285714286,1.3333333333333333,1.0,0.7777777777777778,0.0,4.333333333333333,0.22058999999999998,0
56,13,10,6,14,0.7692,0.6,9,5.96,7999000,4.0,2,0.7746,1.0,0.36363636363636365,33.3078,1.2857142857142858,14.333333333333334,0.6,2.0,1.1428571428571428,727181.8181818182,0.2,3.0984,1
56,8,3,2,3,0.375,0.6667,1,8.04,0,4.1,2,0.2254,0.3333333333333333,0.29411764705882354,3.6064,0.3333333333333333,5.333333333333333,1.0,1.0,0.5555555555555556,0.0,1.0,0.9241399999999999,0
18,5,2,1,1,0.4,0.5,4,1.81,542000,4.0,3,0.0853,0.16666666666666666,0.3,0.7677,2.0,2.25,0.2,0.5,0.5,180666.66666666666,0.6,0.3412,0
18,18,9,5,8,0.5,0.5556,7,7.06,1802000,4.0,3,0.3256,0.42105263157894735,0.34146341463414637,13.024000000000001,1.1666666666666667,10.0,0.625,1.3333333333333333,0.7368421052631579,180200.0,0.375,1.3024,0
18,27,13,8,16,0.4815,0.6154,3,6.34,4625000,4.7,3,0.5891,0.5714285714285714,0.3230769230769231,37.7024,0.3333333333333333,16.0,2.0,1.7777777777777777,0.75,330357.14285714284,0.75,2.76877,1
46,8,6,3,5,0.75,0.5,3,6.14,0,4.0,1,1.0,0.5555555555555556,0.391304347826087,22.0,0.75,11.0,0.75,1.25,1.0,0.0,0.25,4.0,0
31,7,3,2,5,0.4286,0.6667,5,6.23,5500000,4.0,4,0.1399,0.625,0.2777777777777778,2.3783,1.6666666666666667,3.4,0.3333333333333333,1.6666666666666667,0.625,1375000.0,0.6666666666666666,0.5596,0
31,9,6,1,7,0.6667,0.1667,2,11.2,139000,4.0,4,0.1748,0.7,0.2916666666666667,4.0204,1.0,4.6,0.3333333333333333,3.5,0.7,19857.14285714286,1.3333333333333333,0.6992,0
31,7,3,2,4,0.4286,0.6667,1,8.72,115000,4.0,4,0.1329,0.5,0.29411764705882354,2.1264,0.3333333333333333,3.2,1.0,1.3333333333333333,0.625,28750.0,2.0,0.5316,0
31,39,22,6,5,0.5641,0.2727,4,16.36,6823000,4.3,4,0.5524,0.125,0.3835616438356164,39.772800000000004,0.5714285714285714,14.4,1.2,0.7142857142857143,0.7,296652.17391304346,0.8,2.37532,1
36,2,1,0,0,0.5,0.0,5,26.61,0,4.4,1,1.0,0.0,0.25,3.0,5.0,1.5,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,4.4,0
53,13,7,3,4,0.5385,0.4286,2,10.03,3880000,4.7,9,0.1208,0.2857142857142857,0.35714285714285715,3.2616,0.5,2.7,1.0,1.0,0.7142857142857143,485000.0,3.0,0.56776,1
53,8,2,1,5,0.25,0.5,7,26.9,4166000,2.2,9,0.083,0.5555555555555556,0.17647058823529413,1.328,3.5,1.6,0.125,2.5,0.3333333333333333,1388666.6666666667,1.125,0.1826,1
53,0,0,3,3,0.0,0.0,2,14.89,91000,4.7,9,0.034,3.0,0.42857142857142855,0.20400000000000001,0.5,0.6,1.0,0.75,3.0,91000.0,3.0,0.15980000000000003,0
53,30,17,10,8,0.5667,0.5882,6,8.64,2651000,3.8,9,0.2642,0.25806451612903225,0.4090909090909091,17.173,0.5454545454545454,6.5,1.4285714285714286,0.7272727272727273,0.8709677419354839,147277.77777777778,1.2857142857142858,1.00396,1
53,8,5,3,3,0.625,0.6,8,9.87,1022000,4.0,9,0.0943,0.3333333333333333,0.4,1.7916999999999998,2.0,1.9,0.3333333333333333,0.75,0.8888888888888888,170333.33333333334,1.0,0.3772,1
53,7,3,2,0,0.4286,0.6667,1,12.38,176000,3.3,9,0.0528,0.0,0.38461538461538464,0.6335999999999999,0.3333333333333333,1.2,1.0,0.0,0.625,44000.0,4.5,0.17423999999999998,0
53,7,4,3,8,0.5714,0.75,4,7.65,0,4.8,9,0.083,1.0,0.30434782608695654,1.826,1.0,2.2,0.6,2.0,0.875,0.0,1.8,0.39840000000000003,0
53,1,0,0,1,0.0,0.0,4,0.88,6834000,4.0,9,0.0151,0.5,0.0,0.0302,4.0,0.2,0.0,1.0,0.0,6834000.0,1.8,0.0604,0
53,33,11,6,8,0.3333,0.5455,8,14.9,4172000,4.8,9,0.2528,0.23529411764705882,0.288135593220339,14.662400000000002,1.1428571428571428,5.8,0.6666666666666666,1.1428571428571428,0.5,347666.6666666667,1.0,1.21344,1
19,34,20,11,4,0.5882,0.55,7,17.2,380000,4.5,11,0.2098,0.11428571428571428,0.44285714285714284,14.476199999999999,0.5833333333333334,5.75,1.375,0.3333333333333333,0.8857142857142857,18095.238095238095,1.375,0.9440999999999999,1
19,4,1,1,4,0.25,1.0,4,6.34,2503000,4.0,11,0.0311,0.8,0.18181818181818182,0.311,2.0,0.8333333333333334,0.2,2.0,0.4,1251500.0,2.2,0.1244,0
19,13,6,5,9,0.4615,0.8333,1,23.74,318000,4.5,11,0.0881,0.6428571428571429,0.3235294117647059,2.9072999999999998,0.16666666666666666,2.75,2.5,1.5,0.7857142857142857,45428.57142857143,5.5,0.39644999999999997,0
19,7,5,5,4,0.7143,1.0,3,9.2,4758000,3.4,11,0.0622,0.5,0.45454545454545453,1.3062,0.5,1.75,1.25,0.6666666666666666,1.25,793000.0,2.75,0.21148,0
19,8,4,2,5,0.5,0.5,3,16.36,940000,4.0,11,0.0622,0.5555555555555556,0.3,1.1818,1.0,1.5833333333333333,0.5,1.6666666666666667,0.6666666666666666,188000.0,2.75,0.2488,1
19,5,2,1,3,0.4,0.5,2,4.61,1477000,4.9,11,0.0363,0.5,0.25,0.3993,1.0,0.9166666666666666,0.3333333333333333,1.5,0.5,492333.3333333333,3.6666666666666665,0.17787,0
19,28,14,4,9,0.5,0.2857,13,4.46,475000,2.9,11,0.1606,0.3103448275862069,0.32142857142857145,8.833,2.6,4.583333333333333,0.2857142857142857,1.8,0.6206896551724138,31666.666666666668,0.7857142857142857,0.46574,1
19,18,13,2,7,0.7222,0.1538,8,16.64,626000,4.8,11,0.1166,0.3684210526315789,0.36585365853658536,4.664,2.6666666666666665,3.3333333333333335,0.2222222222222222,2.3333333333333335,0.7894736842105263,44714.28571428572,1.2222222222222223,0.55968,1
19,8,3,0,1,0.375,0.0,1,24.44,415000,3.2,11,0.0337,0.1111111111111111,0.23076923076923078,0.4044,1.0,1.0,0.0,1.0,0.3333333333333333,103750.0,5.5,0.10784,0
19,16,13,3,5,0.8125,0.2308,5,9.76,22547000,3.5,11,0.114,0.29411764705882354,0.42105263157894735,4.218,1.25,3.0833333333333335,0.5,1.25,0.9411764705882353,1610500.0,1.8333333333333333,0.399,1
19,12,10,6,1,0.8333,0.6,4,1.39,980000,4.0,11,0.0855,0.07692307692307693,0.5333333333333333,2.4795000000000003,0.5714285714285714,2.4166666666666665,1.2,0.14285714285714285,1.2307692307692308,89090.90909090909,2.2,0.342,0
21,2,1,2,0,0.5,2.0,1,18.2,0,4.8,9,0.0242,0.0,0.5,0.121,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,4.5,0.11615999999999999,0
21,5,3,0,4,0.6,0.0,3,9.81,106000,4.0,9,0.0725,0.6666666666666666,0.23076923076923078,0.8699999999999999,3.0,1.2,0.0,4.0,0.5,26500.0,2.25,0.29,0
21,22,11,7,14,0.5,0.6364,7,10.78,246000,2.8,9,0.3092,0.6086956521739131,0.32727272727272727,16.6968,0.875,5.4,0.875,1.75,0.782608695652174,20500.0,1.125,0.8657599999999999,1
21,5,2,2,2,0.4,1.0,5,11.6,110000,4.0,9,0.058,0.3333333333333333,0.3333333333333333,0.638,1.6666666666666667,1.1,0.3333333333333333,0.6666666666666666,0.6666666666666666,36666.666666666664,1.5,0.232,0
21,15,8,3,8,0.5333,0.375,5,0.52,14278000,2.8,9,0.1787,0.5,0.3142857142857143,6.0758,1.25,3.4,0.5,2.0,0.6875,1586444.4444444445,1.5,0.5003599999999999,0
21,3,1,1,3,0.3333,1.0,3,21.83,0,4.0,9,0.0386,0.75,0.2222222222222222,0.3088,1.5,0.8,0.25,1.5,0.5,0.0,2.25,0.1544,0
21,4,3,2,4,0.75,0.6667,5,1.37,10909000,4.4,9,0.0676,0.8,0.35714285714285715,0.8787999999999999,1.6666666666666667,1.3,0.3333333333333333,1.3333333333333333,1.0,2727250.0,1.5,0.29744,0
21,6,3,1,1,0.5,0.3333,5,5.89,72000,4.0,9,0.0773,0.14285714285714285,0.3333333333333333,0.8503,2.5,1.1,0.16666666666666666,0.5,0.5714285714285714,18000.0,1.5,0.3092,1
21,13,9,6,6,0.6923,0.6667,2,3.82,909000,3.6,9,0.1739,0.42857142857142855,0.42857142857142855,5.9126,0.2857142857142857,3.4,2.0,0.8571428571428571,1.0714285714285714,90900.0,3.0,0.62604,0
33,15,8,3,7,0.5333,0.375,3,16.4,2013000,4.8,6,0.177,0.4375,0.3235294117647059,5.840999999999999,0.75,4.714285714285714,0.75,1.75,0.6875,223666.66666666666,1.5,0.8495999999999999,1
33,14,9,7,6,0.6429,0.7778,4,3.38,9529000,4.0,6,0.1681,0.4,0.43243243243243246,6.0516,0.5,5.142857142857143,1.4,0.75,1.0666666666666667,952900.0,1.2,0.6724,0
33,5,1,1,3,0.2,1.0,5,11.36,3104000,4.7,6,0.0487,0.5,0.18181818181818182,0.487,2.5,1.4285714285714286,0.16666666666666666,1.5,0.3333333333333333,1552000.0,1.0,0.22889,0
33,9,7,2,2,0.7778,0.2857,1,6.53,171000,4.0,6,0.1195,0.2,0.42857142857142855,2.3899999999999997,0.3333333333333333,2.857142857142857,1.0,0.6666666666666666,0.9,21375.0,3.0,0.478,1
33,40,20,11,5,0.5,0.55,14,14.03,159000,4.0,6,0.3894,0.12195121951219512,0.4025974025974026,29.5944,1.1666666666666667,10.857142857142858,0.7333333333333333,0.4166666666666667,0.7560975609756098,7571.428571428572,0.4,1.5576,1
33,8,6,4,4,0.75,0.6667,4,1.03,0,4.0,6,0.0973,0.4444444444444444,0.43478260869565216,2.1406,0.8,3.142857142857143,0.8,0.8,1.1111111111111112,0.0,1.2,0.3892,0
64,4,3,3,3,0.75,1.0,2,6.02,2449000,4.0,7,0.0664,0.6,0.42857142857142855,0.8632,0.5,1.625,1.0,0.75,1.2,612250.0,2.3333333333333335,0.2656,1
64,10,7,3,5,0.7,0.4286,2,37.16,631000,3.1,7,0.1014,0.45454545454545453,0.38461538461538464,2.535,0.5,3.125,1.0,1.25,0.9090909090909091,78875.0,2.3333333333333335,0.31434,0
64,18,15,5,5,0.8333,0.3333,3,9.39,2087000,4.1,7,0.1748,0.2631578947368421,0.45454545454545453,7.516400000000001,0.5,5.375,1.25,0.8333333333333334,1.0526315789473684,130437.5,1.75,0.71668,1
64,4,2,2,8,0.5,1.0,6,10.71,433000,4.2,7,0.0734,1.6,0.23529411764705882,1.1744,2.0,2.0,0.2857142857142857,2.6666666666666665,0.8,144333.33333333334,1.0,0.30828000000000005,1
64,33,19,10,7,0.5758,0.5263,11,4.2,31849000,4.0,7,0.2727,0.20588235294117646,0.4142857142857143,18.8163,1.0,8.625,0.8333333333333334,0.6363636363636364,0.8529411764705882,1592450.0,0.5833333333333334,1.0908,1
64,25,16,6,12,0.64,0.375,10,10.05,14075000,4.6,7,0.2273,0.46153846153846156,0.36666666666666664,13.4107,1.4285714285714286,7.375,0.5454545454545454,1.7142857142857142,0.8461538461538461,827941.1764705882,0.6363636363636364,1.04558,1
64,4,3,1,9,0.75,0.3333,4,8.89,347000,3.8,7,0.0839,1.8,0.2222222222222222,1.4263000000000001,2.0,2.125,0.2,4.5,0.8,86750.0,1.4,0.31882,1
20,0,0,1,4,0.0,0.0,3,16.01,943000,3.8,8,0.0215,4.0,0.16666666666666666,0.10749999999999998,1.5,0.5555555555555556,0.25,2.0,1.0,943000.0,2.0,0.0817,0
20,6,4,4,5,0.6667,1.0,6,7.27,5003000,4.6,8,0.0824,0.7142857142857143,0.4,1.5656,1.2,2.111111111111111,0.5714285714285714,1.0,1.1428571428571428,1000600.0,1.1428571428571428,0.37904,0
20,2,1,2,5,0.5,2.0,2,5.49,1783000,4.2,8,0.0394,1.6666666666666667,0.2727272727272727,0.39399999999999996,0.6666666666666666,1.1111111111111112,0.6666666666666666,1.6666666666666667,1.0,891500.0,2.6666666666666665,0.16548,0
20,30,20,5,16,0.6667,0.25,11,8.62,11489000,4.0,8,0.2724,0.5161290322580645,0.3472222222222222,19.3404,1.8333333333333333,7.888888888888889,0.4166666666666667,2.6666666666666665,0.8064516129032258,547095.2380952381,0.6666666666666666,1.0896,1
20,4,2,1,6,0.5,0.5,5,5.37,217000,4.0,8,0.0538,1.2,0.21428571428571427,0.6994,2.5,1.4444444444444444,0.16666666666666666,3.0,0.6,72333.33333333333,1.3333333333333333,0.2152,0
20,25,20,14,10,0.8,0.7,4,4.25,637000,4.7,8,0.2796,0.38461538461538464,0.4857142857142857,19.2924,0.26666666666666666,7.666666666666667,2.8,0.6666666666666666,1.3076923076923077,30333.333333333332,1.6,1.3141200000000002,1
20,7,3,3,6,0.4286,1.0,5,15.53,4484000,4.9,8,0.086,0.75,0.3,1.634,1.25,2.111111111111111,0.5,1.5,0.75,1121000.0,1.3333333333333333,0.4214,1
20,16,12,5,8,0.75,0.4167,4,20.78,91000,4.7,8,0.1649,0.47058823529411764,0.40476190476190477,6.7608999999999995,0.6666666666666666,4.555555555555555,1.0,1.3333333333333333,1.0,7000.0,1.6,0.77503,1
36,28,23,8,14,0.8214,0.3478,11,5.63,1181000,4.7,8,0.3346,0.4827586206896552,0.4189189189189189,24.425800000000002,1.2222222222222223,8.11111111111111,0.6666666666666666,1.5555555555555556,1.0689655172413792,49208.333333333336,0.6666666666666666,1.5726200000000001,1
36,1,0,0,4,0.0,0.0,5,21.1,3052000,4.5,8,0.0236,2.0,0.0,0.118,5.0,0.5555555555555556,0.0,4.0,0.0,3052000.0,1.3333333333333333,0.1062,0
36,15,6,3,1,0.4,0.5,3,7.09,2563000,4.0,8,0.1024,0.0625,0.34615384615384615,2.56,0.75,2.7777777777777777,0.75,0.25,0.5625,366142.85714285716,2.0,0.4096,0
36,8,5,4,0,0.625,0.8,4,7.41,100000,4.5,8,0.0787,0.0,0.5,1.3379,0.8,1.8888888888888888,0.8,0.0,1.0,16666.666666666668,1.6,0.35415,0
36,11,4,3,3,0.3636,0.75,4,10.78,315000,4.3,8,0.1102,0.25,0.3181818181818182,2.3142,1.0,2.3333333333333335,0.6,0.75,0.5833333333333334,63000.0,1.6,0.47386,1
36,22,14,8,17,0.6364,0.5714,14,8.27,1418000,4.0,8,0.2756,0.7391304347826086,0.3548387096774194,16.811600000000002,1.5555555555555556,6.777777777777778,0.5333333333333333,1.8888888888888888,0.9565217391304348,94533.33333333333,0.5333333333333333,1.1024,1
36,3,1,1,2,0.3333,1.0,2,4.06,15801000,3.6,8,0.0354,0.5,0.25,0.24780000000000002,1.0,0.7777777777777778,0.3333333333333333,1.0,0.5,7900500.0,2.6666666666666665,0.12744,0
36,3,1,1,3,0.3333,1.0,1,8.65,718000,4.0,8,0.0394,0.75,0.2222222222222222,0.3152,0.5,0.8888888888888888,0.5,1.5,0.5,359000.0,4.0,0.1576,0
21,31,14,11,12,0.4516,0.7857,7,11.17,540000,4.0,4,0.3394,0.375,0.36231884057971014,23.0792,0.5833333333333334,13.6,1.375,1.0,0.78125,36000.0,0.5,1.3576,1
21,40,26,7,8,0.65,0.2692,7,7.72,143000,4.4,4,0.3846,0.1951219512195122,0.4024390243902439,31.1526,0.875,16.2,0.875,1.0,0.8048780487804879,5296.2962962962965,0.5,1.6922400000000002,0
21,20,16,5,5,0.8,0.3125,10,8.99,237000,2.6,4,0.2443,0.23809523809523808,0.44680851063829785,11.2378,1.6666666666666667,9.2,0.45454545454545453,0.8333333333333334,1.0,13941.176470588236,0.36363636363636365,0.63518,1
21,2,0,0,5,0.0,0.0,2,10.34,0,4.6,4,0.0317,1.6666666666666667,0.0,0.2219,2.0,1.4,0.0,5.0,0.0,0.0,1.3333333333333333,0.14581999999999998,0
24,0,0,0,5,0.0,0.0,5,6.38,0,4.0,7,0.0256,5.0,0.0,0.128,5.0,0.625,0.0,5.0,0.0,0.0,1.1666666666666667,0.1024,0
24,14,9,6,6,0.6429,0.6667,5,6.36,57000,4.9,7,0.2154,0.4,0.4166666666666667,7.539000000000001,0.7142857142857143,4.375,1.0,0.8571428571428571,1.0,5700.0,1.1666666666666667,1.05546,1
24,12,5,1,7,0.4167,0.2,7,8.7,685000,4.0,7,0.1385,0.5384615384615384,0.23076923076923078,3.4625000000000004,3.5,3.125,0.125,3.5,0.46153846153846156,114166.66666666667,0.875,0.554,0
24,2,0,1,0,0.0,0.0,2,10.02,3293000,3.5,7,0.0205,0.0,0.25,0.0615,1.0,0.375,0.3333333333333333,0.0,0.3333333333333333,3293000.0,2.3333333333333335,0.07175000000000001,0
24,10,8,6,1,0.8,0.75,3,16.26,269000,4.4,7,0.1641,0.09090909090909091,0.5384615384615384,4.1025,0.42857142857142855,3.125,1.5,0.14285714285714285,1.2727272727272727,29888.88888888889,1.75,0.72204,1
24,25,18,12,19,0.72,0.6667,4,16.05,339000,3.3,7,0.3949,0.7307692307692307,0.4,29.222599999999996,0.3076923076923077,9.25,2.4,1.4615384615384615,1.1538461538461537,17842.105263157893,1.4,1.30317,0
24,3,2,2,0,0.6667,1.0,2,13.56,3735000,2.5,7,0.041,0.0,0.5,0.28700000000000003,0.6666666666666666,0.875,0.6666666666666666,0.0,1.0,1245000.0,2.3333333333333335,0.10250000000000001,0
57,6,4,4,2,0.6667,1.0,1,11.54,4827000,2.8,4,0.1223,0.2857142857142857,0.47058823529411764,1.9568,0.2,3.2,2.0,0.4,1.1428571428571428,965400.0,2.0,0.34244,0
57,9,5,2,5,0.5556,0.4,3,29.9,1825000,3.7,4,0.1799,0.5,0.3181818181818182,3.7779000000000003,1.0,4.2,0.5,1.6666666666666667,0.7,304166.6666666667,1.0,0.66563,0
57,31,24,7,6,0.7742,0.2917,8,16.32,370000,3.1,4,0.5036,0.1875,0.4492753623188406,34.244800000000005,1.0,13.6,0.7777777777777778,0.75,0.96875,14800.0,0.4444444444444444,1.56116,0
57,8,6,5,8,0.75,0.8333,1,21.16,0,2.9,4,0.1942,0.8888888888888888,0.39285714285714285,5.2434,0.16666666666666666,5.4,2.5,1.3333333333333333,1.2222222222222223,0.0,2.0,0.56318,0
48,5,3,1,2,0.6,0.3333,8,21.07,232000,4.3,5,0.1932,0.3333333333333333,0.3333333333333333,2.1252,4.0,1.8333333333333333,0.1111111111111111,1.0,0.6666666666666666,58000.0,0.5555555555555556,0.83076,1
48,5,2,2,4,0.4,1.0,3,7.41,0,4.7,5,0.1477,0.6666666666666666,0.2857142857142857,1.9201,1.0,2.1666666666666665,0.5,1.3333333333333333,0.6666666666666666,0.0,1.25,0.69419,0
48,4,2,3,4,0.5,1.5,3,20.78,0,4.5,5,0.1477,0.8,0.35714285714285715,1.9201,0.75,2.1666666666666665,0.75,1.0,1.0,0.0,1.25,0.66465,0
48,0,0,3,2,0.0,0.0,3,11.2,0,4.0,5,0.0568,2.0,0.5,0.28400000000000003,0.75,0.8333333333333334,0.75,0.5,3.0,0.0,1.25,0.2272,0
48,18,8,3,7,0.4444,0.375,8,3.05,904000,4.2,5,0.4545,0.3684210526315789,0.2972972972972973,16.362000000000002,2.0,6.0,0.3333333333333333,1.75,0.5789473684210527,100444.44444444444,0.5555555555555556,1.9089,0
42,16,12,7,6,0.75,0.5833,2,12.73,894000,4.1,8,0.1883,0.35294117647058826,0.4523809523809524,7.7203,0.25,4.555555555555555,2.3333333333333335,0.75,1.1176470588235294,68769.23076923077,2.6666666666666665,0.7720299999999999,0
42,8,3,2,0,0.375,0.6667,3,9.38,680000,4.0,8,0.0669,0.0,0.35714285714285715,0.8697,1.0,1.4444444444444444,0.5,0.0,0.5555555555555556,170000.0,2.0,0.2676,0
42,1,0,3,5,0.0,0.0,1,4.35,81000,4.0,8,0.046,2.5,0.3,0.414,0.25,1.0,1.5,1.25,1.5,81000.0,4.0,0.184,0
42,1,0,2,1,0.0,0.0,5,12.61,0,4.0,8,0.0167,0.5,0.4,0.0668,1.6666666666666667,0.4444444444444444,0.3333333333333333,0.3333333333333333,1.0,0.0,1.3333333333333333,0.0668,0
42,40,18,6,16,0.45,0.3333,11,13.93,2076000,4.2,8,0.3849,0.3902439024390244,0.2962962962962963,30.792,1.5714285714285714,8.88888888888889,0.5,2.2857142857142856,0.5853658536585366,109263.15789473684,0.6666666666666666,1.6165800000000001,1
42,5,3,1,3,0.6,0.3333,3,22.39,315000,4.0,8,0.0544,0.5,0.3076923076923077,0.6527999999999999,1.5,1.3333333333333333,0.25,1.5,0.6666666666666666,78750.0,2.0,0.2176,0
42,7,2,1,8,0.2857,0.5,3,4.83,0,4.0,8,0.0753,1.0,0.15789473684210525,1.3554000000000002,1.5,2.0,0.25,4.0,0.375,0.0,2.0,0.3012,0
42,14,11,6,9,0.7857,0.5455,7,7.28,0,3.4,8,0.1674,0.6,0.4146341463414634,6.696,1.0,4.444444444444445,0.75,1.2857142857142858,1.1333333333333333,0.0,1.0,0.56916,0
41,0,0,1,5,0.0,0.0,2,8.08,789000,3.1,1,1.0,5.0,0.14285714285714285,6.0,1.0,3.0,0.3333333333333333,2.5,1.0,789000.0,0.3333333333333333,3.1,0
26,3,1,0,5,0.3333,0.0,3,19.01,0,4.5,6,0.0526,1.25,0.1,0.4734,3.0,1.2857142857142858,0.0,5.0,0.25,0.0,1.5,0.2367,0
26,9,7,7,4,0.7778,1.0,3,14.28,83000,4.0,6,0.1871,0.4,0.5,5.051699999999999,0.375,3.857142857142857,1.75,0.5,1.4,10375.0,1.5,0.7484,1
26,6,3,2,5,0.5,0.6667,5,10.46,4053000,3.2,6,0.1111,0.7142857142857143,0.29411764705882354,1.7776,1.6666666666666667,2.2857142857142856,0.3333333333333333,1.6666666666666667,0.7142857142857143,1013250.0,1.0,0.35552000000000006,0
26,5,3,1,1,0.6,0.3333,5,26.12,269000,4.0,6,0.0994,0.16666666666666666,0.36363636363636365,0.994,2.5,1.4285714285714286,0.16666666666666666,0.5,0.6666666666666666,67250.0,1.0,0.3976,1
26,15,10,6,5,0.6667,0.6,4,24.0,3973000,4.0,6,0.2398,0.3125,0.43243243243243246,8.6328,0.5714285714285714,5.142857142857143,1.2,0.7142857142857143,1.0,361181.8181818182,1.2,0.9592,1
26,20,9,6,12,0.45,0.6667,4,8.5,890000,3.2,6,0.3099,0.5714285714285714,0.3125,14.5653,0.5714285714285714,6.714285714285714,1.2,1.7142857142857142,0.7142857142857143,89000.0,1.2,0.9916800000000001,1
48,9,4,2,2,0.4444,0.5,5,6.83,2061000,4.7,14,0.0736,0.2,0.3333333333333333,1.2511999999999999,1.6666666666666667,1.1333333333333333,0.3333333333333333,0.6666666666666666,0.6,412200.0,2.3333333333333335,0.34592,1
