age,total_view,total_click,total_cart,total_wishlist,click_through_rate,cart_rate,unique_brands,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,repurchase
55,1,0,1,2,0.0,0.0,5,7.87,1502000,4.9,14,0.0118,0
55,7,3,1,2,0.4286,0.3333,3,14.06,201000,3.7,14,0.0236,0
55,28,15,8,9,0.5357,0.5333,5,7.8,6094000,4.7,14,0.118,1
55,12,5,3,12,0.4167,0.6,3,9.34,2018000,4.0,14,0.0708,1
55,22,9,5,18,0.4091,0.5556,3,3.48,4473000,4.0,14,0.1046,1
55,7,5,5,4,0.7143,1.0,5,2.86,159000,3.2,14,0.0371,0
55,7,5,3,5,0.7143,0.6,2,15.72,777000,4.6,14,0.0354,0
55,15,10,7,1,0.6667,0.7,2,7.49,1469000,4.0,14,0.0641,1
55,0,0,3,0,0.0,0.0,4,13.33,1086000,4.3,14,0.0101,0
55,31,15,7,7,0.4839,0.4667,8,40.37,1385000,4.0,14,0.1096,1
55,42,23,6,19,0.5476,0.2609,3,27.53,415000,4.0,14,0.1703,1
55,18,12,7,4,0.6667,0.5833,7,18.27,373000,3.8,14,0.0742,0
55,40,27,5,20,0.675,0.1852,3,12.98,490000,4.0,14,0.1602,0
55,0,0,0,4,0.0,0.0,5,23.07,1272000,4.5,14,0.0101,0
21,3,1,1,1,0.3333,1.0,2,8.47,446000,4.0,7,0.0459,0
21,14,9,2,5,0.6429,0.2222,5,15.91,581000,2.1,7,0.1888,1
21,5,3,0,6,0.6,0.0,7,6.65,1636000,3.7,7,0.0765,0
21,17,12,9,2,0.7059,0.75,8,0.7,721000,4.0,7,0.2398,1
21,14,8,1,8,0.5714,0.125,6,1.1,0,4.0,7,0.1582,0
21,9,3,2,7,0.3333,0.6667,5,2.11,7797000,4.0,7,0.1378,1
21,9,5,4,8,0.5556,0.8,7,8.69,6112000,4.9,7,0.1531,0
25,42,32,11,5,0.7619,0.3438,13,17.6,2088000,4.8,6,0.2957,1
25,37,27,11,7,0.7297,0.4074,14,5.18,76000,4.4,6,0.2774,1
25,12,8,6,13,0.6667,0.75,8,35.54,145000,4.2,6,0.1311,0
25,2,0,1,5,0.0,0.0,1,9.63,250000,3.7,6,0.0274,0
25,30,12,5,12,0.4,0.4167,5,15.63,2638000,4.6,6,0.189,0
25,10,7,2,2,0.7,0.2857,1,9.75,6835000,4.0,6,0.0793,1
20,14,7,6,4,0.5,0.8571,5,5.3,18213000,4.0,2,0.4583,0
20,14,6,3,8,0.4286,0.5,4,9.61,101000,3.2,2,0.5417,1
62,10,6,4,7,0.6,0.6667,3,17.18,139000,4.0,9,0.1053,1
62,7,4,2,8,0.5714,0.5,1,35.5,539000,4.8,9,0.0867,1
62,4,1,3,7,0.25,3.0,6,19.98,188000,3.7,9,0.0681,1
62,15,10,3,8,0.6667,0.3,1,9.74,73000,4.0,9,0.1207,0
62,10,4,2,9,0.4,0.5,4,3.78,1239000,4.0,9,0.0898,0
62,16,9,5,3,0.5625,0.5556,3,17.29,6556000,4.3,9,0.1053,0
62,20,7,4,10,0.35,0.5714,3,10.37,2150000,3.2,9,0.1393,0
62,17,7,4,15,0.4118,0.5714,12,12.44,2529000,4.7,9,0.161,1
62,12,9,4,9,0.75,0.4444,3,10.08,135000,4.0,9,0.1238,1
20,8,5,3,8,0.625,0.6,1,18.19,4389000,3.4,8,0.1,1
20,1,0,3,3,0.0,0.0,3,20.18,0,2.9,8,0.0241,0
20,31,25,15,11,0.8065,0.6,12,11.3,5456000,4.1,8,0.3069,1
20,3,1,3,3,0.3333,3.0,4,27.03,313000,4.2,8,0.0379,0
20,25,13,5,16,0.52,0.3846,10,10.34,46000,4.5,8,0.2448,1
20,6,2,4,4,0.3333,2.0,2,18.46,1471000,3.4,8,0.0586,0
20,13,8,6,5,0.6154,0.75,1,11.13,291000,4.6,8,0.1138,0
20,11,6,4,5,0.5455,0.6667,7,11.37,1544000,3.2,8,0.1138,1
21,3,2,4,0,0.6667,2.0,3,13.73,0,3.9,5,0.0612,0
21,17,10,6,7,0.5882,0.6,5,4.2,0,3.5,5,0.2721,0
21,18,11,6,14,0.6111,0.5455,13,9.52,43000,2.9,5,0.3673,1
21,7,4,5,9,0.5714,1.25,8,6.07,31858000,4.4,5,0.2109,1
21,3,2,3,4,0.6667,1.5,5,8.12,795000,4.9,5,0.0884,0
19,7,5,4,7,0.7143,0.8,8,9.97,2318000,4.2,6,0.1781,0
19,22,15,7,6,0.6818,0.4667,11,3.68,142000,4.0,6,0.3699,0
19,8,5,3,3,0.625,0.6,4,1.45,50265000,4.0,6,0.1507,0
19,7,2,0,2,0.2857,0.0,5,13.91,145000,4.7,6,0.0959,0
19,5,2,1,1,0.4,0.5,3,1.05,0,4.0,6,0.0616,0
19,6,5,4,3,0.8333,0.8,7,12.57,1039000,4.0,6,0.1438,0
26,18,12,6,7,0.6667,0.5,8,16.52,478000,4.0,4,0.3121,0
26,30,14,8,7,0.4667,0.5714,14,23.77,1289000,3.2,4,0.4894,1
26,2,1,3,2,0.5,3.0,2,5.37,98000,3.1,4,0.0638,0
26,8,4,3,3,0.5,0.75,5,14.14,308000,4.0,4,0.1348,0
24,18,14,7,15,0.7778,0.5,12,8.68,4579000,4.5,7,0.1623,0
24,8,5,2,3,0.625,0.4,3,1.54,2653000,3.7,7,0.058,0
24,14,9,1,7,0.6429,0.1111,5,6.16,215000,3.2,7,0.0986,0
24,9,5,4,2,0.5556,0.8,6,13.86,1292000,4.0,7,0.0783,1
24,9,5,4,8,0.5556,0.8,8,9.56,640000,4.0,7,0.0812,0
24,35,26,11,5,0.7429,0.4231,10,1.12,223000,4.1,7,0.2493,1
24,43,29,11,5,0.6744,0.3793,9,15.59,794000,3.9,7,0.2725,1
39,6,2,0,3,0.3333,0.0,2,9.5,0,3.2,2,0.1447,0
39,26,21,11,4,0.8077,0.5238,8,9.59,14716000,4.0,2,0.8553,0
21,7,4,1,4,0.5714,0.25,3,6.39,526000,4.1,2,0.6774,1
21,0,0,3,4,0.0,0.0,1,17.5,1353000,3.5,2,0.3226,0
18,4,3,2,8,0.75,0.6667,5,17.6,193000,4.0,8,0.0612,0
18,12,7,5,6,0.5833,0.7143,2,13.39,6395000,3.8,8,0.0948,0
18,39,26,15,18,0.6667,0.5769,5,18.02,2942000,4.7,8,0.318,1
18,6,4,4,0,0.6667,1.0,2,27.52,4709000,4.8,8,0.052,0
18,22,10,6,17,0.4545,0.6,3,18.84,969000,4.0,8,0.1988,1
18,7,4,1,4,0.5714,0.25,5,1.42,66490000,4.3,8,0.052,0
18,22,12,6,7,0.5455,0.5,7,13.73,663000,4.0,8,0.1743,1
18,5,4,3,2,0.8,0.75,3,3.4,3618000,4.0,8,0.0489,0
36,10,5,4,1,0.5,0.8,3,11.15,4797000,4.2,9,0.0774,1
36,15,9,6,7,0.6,0.6667,2,17.45,0,4.0,9,0.106,0
36,2,1,2,5,0.5,2.0,2,6.07,453000,3.7,9,0.0315,0
36,7,4,3,3,0.5714,0.75,4,23.59,320000,4.2,9,0.0602,0
36,14,7,1,7,0.5,0.1429,13,9.38,2118000,4.0,9,0.1117,1
36,27,20,7,15,0.7407,0.35,9,3.94,23744000,4.0,9,0.2063,0
36,24,13,5,15,0.5417,0.3846,10,10.47,177000,4.0,9,0.1948,1
36,17,13,5,9,0.7647,0.3846,7,15.97,3143000,4.5,9,0.1576,1
36,8,4,4,0,0.5,1.0,1,7.8,1089000,4.1,9,0.0544,0
36,18,11,5,8,0.6111,0.4545,5,22.94,1286000,4.2,3,0.4949,1
36,2,1,2,0,0.5,2.0,2,28.07,686000,4.0,3,0.0808,0
36,15,9,7,7,0.6,0.7778,6,0.38,1756000,3.4,3,0.4242,0
44,11,4,1,1,0.3636,0.25,5,18.16,609000,4.2,4,0.1835,0
44,6,2,0,5,0.3333,0.0,3,28.07,0,3.4,4,0.1193,0
44,17,13,9,1,0.7647,0.6923,7,16.67,1434000,4.0,4,0.4312,1
44,13,7,6,2,0.5385,0.8571,6,12.78,624000,4.6,4,0.2661,0
27,16,9,2,9,0.5625,0.2222,6,18.38,266000,4.7,1,1.0,0
23,40,28,10,19,0.7,0.3571,10,5.37,184000,4.1,5,0.417,1
23,18,12,8,7,0.6667,0.6667,4,24.63,217000,4.6,5,0.1815,0
23,8,5,4,3,0.625,0.8,2,5.76,494000,4.0,5,0.0811,0
23,21,7,5,16,0.3333,0.7143,8,17.56,638000,4.2,5,0.2317,1
23,8,5,3,5,0.625,0.6,5,16.29,3958000,3.7,5,0.0888,0
21,3,1,1,2,0.3333,1.0,2,26.61,4180000,1.5,12,0.0503,0
21,3,1,1,5,0.3333,1.0,4,9.49,0,3.9,12,0.0629,0
21,6,3,4,2,0.5,1.3333,5,13.08,1375000,4.0,12,0.1132,0
21,9,6,3,6,0.6667,0.5,1,12.46,1057000,4.0,12,0.1698,0
21,9,7,3,3,0.7778,0.4286,5,4.02,584000,2.2,12,0.1761,1
21,6,2,1,2,0.3333,0.5,7,10.29,789000,3.0,12,0.0755,0
21,4,1,3,1,0.25,3.0,1,6.19,0,4.0,12,0.0566,0
21,6,3,2,3,0.5,0.6667,7,4.71,42188000,4.0,12,0.1132,0
21,1,0,0,3,0.0,0.0,2,13.59,0,4.0,12,0.0252,0
21,1,0,0,4,0.0,0.0,5,9.8,861000,4.0,12,0.0377,0
21,6,3,2,0,0.5,0.6667,1,18.11,811000,4.2,12,0.0881,0
21,0,0,0,2,0.0,0.0,4,9.33,1685000,4.0,12,0.0314,0
26,0,0,1,5,0.0,0.0,5,17.24,267000,4.0,4,0.0673,0
26,7,5,4,2,0.7143,0.8,5,11.54,301000,4.0,4,0.1923,0
26,18,6,5,5,0.3333,0.8333,4,14.32,167000,4.0,4,0.4327,1
26,14,6,3,9,0.4286,0.5,7,6.38,0,4.8,4,0.3077,0
18,0,0,1,5,0.0,0.0,1,13.26,414000,4.8,6,0.0443,0
18,16,11,3,17,0.6875,0.2727,11,22.91,2093000,4.9,6,0.3165,0
18,6,4,0,7,0.6667,0.0,8,5.15,472000,1.5,6,0.1203,0
18,8,6,1,1,0.75,0.1667,1,24.7,319000,3.4,6,0.1139,0
18,20,16,10,8,0.8,0.625,9,27.48,342000,4.1,6,0.3544,0
18,2,1,3,0,0.5,3.0,5,6.65,1706000,2.7,6,0.0506,0
32,8,2,2,2,0.25,1.0,1,10.02,0,3.4,6,0.0778,0
32,12,6,5,7,0.5,0.8333,2,11.93,2443000,4.2,6,0.1778,0
32,8,6,3,0,0.75,0.5,2,9.63,76000,4.1,6,0.1056,0
32,14,9,5,6,0.6429,0.5556,7,14.3,107000,4.4,6,0.2222,1
32,15,7,4,4,0.4667,0.5714,8,17.4,5082000,4.0,6,0.1778,0
32,14,9,7,7,0.6429,0.7778,6,39.86,167000,3.0,6,0.2389,1
22,6,4,3,2,0.6667,0.75,2,18.79,0,3.4,6,0.1145,0
22,3,1,2,4,0.3333,2.0,4,4.64,3461000,4.1,6,0.0916,0
22,18,12,8,8,0.6667,0.6667,8,6.6,4502000,4.0,6,0.3588,0
22,3,1,0,2,0.3333,0.0,4,15.79,3966000,3.3,6,0.0687,0
22,5,2,3,2,0.4,1.5,5,4.73,221000,3.1,6,0.0992,0
22,17,7,5,6,0.4118,0.7143,5,3.47,0,4.7,6,0.2672,0
62,5,2,2,4,0.4,1.0,2,5.5,0,4.4,3,0.4194,0
62,1,0,3,5,0.0,0.0,5,2.4,11922000,4.0,3,0.3226,0
62,1,0,1,5,0.0,0.0,2,3.12,7084000,4.2,3,0.2581,0
20,6,3,3,8,0.5,1.0,6,8.33,0,4.2,9,0.0738,0
20,7,3,3,9,0.4286,1.0,3,0.04,4133000,4.4,9,0.107,1
20,34,24,17,10,0.7059,0.7083,12,4.36,632000,3.3,9,0.3247,0
20,5,2,2,5,0.4,1.0,3,6.54,50000,3.6,9,0.059,0
20,14,8,4,7,0.5714,0.5,2,8.8,847000,4.8,9,0.1365,0
20,14,6,5,7,0.4286,0.8333,2,21.52,1958000,3.3,9,0.1402,1
20,0,0,2,2,0.0,0.0,1,12.93,0,3.2,9,0.0148,0
20,4,2,3,5,0.5,1.5,3,21.09,14890000,3.6,9,0.059,0
20,7,5,4,5,0.7143,0.8,1,10.97,1297000,4.8,9,0.0849,0
46,2,1,0,5,0.5,0.0,5,7.79,7743000,4.0,2,0.1961,0
46,16,9,6,8,0.5625,0.6667,5,8.08,7929000,4.4,2,0.8039,0
31,3,2,0,2,0.6667,0.0,2,10.5,6409000,4.0,6,0.0437,0
31,42,28,10,16,0.6667,0.3571,8,6.69,1135000,4.0,6,0.5847,1
31,4,3,2,0,0.75,0.6667,1,6.67,0,4.0,6,0.0492,0
31,8,5,4,2,0.625,0.8,5,11.55,0,4.0,6,0.1038,0
31,4,3,1,1,0.75,0.3333,3,34.86,1383000,4.6,6,0.0656,0
31,13,5,4,3,0.3846,0.8,3,17.23,16529000,2.2,6,0.153,0
33,13,9,6,1,0.6923,0.6667,6,3.9,41051000,3.7,5,0.1403,0
33,39,30,14,5,0.7692,0.4667,7,11.77,367000,4.5,5,0.4208,1
33,3,1,0,0,0.3333,0.0,2,17.37,581000,4.0,5,0.0271,0
33,18,10,3,8,0.5556,0.3,1,5.15,0,2.9,5,0.1765,0
33,22,8,7,7,0.3636,0.875,9,6.11,16504000,2.9,5,0.2353,1
28,10,5,3,8,0.5,0.6,5,10.32,850000,4.5,4,0.1355,0
28,14,10,7,1,0.7143,0.7,3,1.16,125000,3.5,4,0.1776,1
28,15,11,8,1,0.7333,0.7273,4,41.29,1258000,4.3,4,0.1729,0
28,43,29,9,18,0.6744,0.3103,8,1.05,77000,4.1,4,0.514,1
63,15,10,3,2,0.6667,0.3,1,19.09,529000,4.0,2,0.4211,0
63,12,10,7,8,0.8333,0.7,6,13.74,8086000,4.8,2,0.5789,1
40,17,7,4,3,0.4118,0.5714,7,8.06,5228000,3.6,11,0.1321,1
40,10,3,4,2,0.3,1.3333,8,23.27,816000,4.0,11,0.0786,0
40,17,12,8,5,0.7059,0.6667,7,1.0,437000,4.0,11,0.1643,0
40,11,7,5,5,0.6364,0.7143,1,12.05,501000,3.2,11,0.125,1
40,0,0,2,0,0.0,0.0,1,19.68,103000,3.8,11,0.0179,0
40,6,4,3,2,0.6667,0.75,2,2.4,207000,2.7,11,0.0607,0
40,17,9,6,3,0.5294,0.6667,6,8.7,21061000,4.0,11,0.15,1
40,18,10,4,2,0.5556,0.4,2,15.21,3105000,4.9,11,0.1321,0
40,3,1,1,3,0.3333,1.0,2,26.53,441000,4.0,11,0.0321,0
40,4,1,1,0,0.25,1.0,1,5.87,1261000,3.5,11,0.0286,0
40,10,6,2,1,0.6,0.3333,1,5.72,2250000,4.1,11,0.0786,0
27,37,24,15,16,0.6486,0.625,4,10.92,2428000,3.9,14,0.147,0
27,11,5,2,4,0.4545,0.4,6,16.83,8164000,4.0,14,0.0383,0
27,19,11,7,14,0.5789,0.6364,8,31.59,368000,4.0,14,0.0919,1
27,41,17,9,4,0.4146,0.5294,13,6.47,11550000,3.7,14,0.1225,1
27,4,2,1,1,0.5,0.5,5,14.29,0,4.1,14,0.0123,0
27,8,4,2,9,0.5,0.5,4,0.91,43833000,3.6,14,0.0413,0
27,5,2,1,4,0.4,0.5,1,6.54,296000,4.0,14,0.0199,0
27,15,10,6,1,0.6667,0.6,6,17.33,3930000,3.0,14,0.0505,0
27,18,14,6,12,0.7778,0.4286,8,11.22,2471000,3.7,14,0.0827,0
27,7,2,4,5,0.2857,2.0,3,15.91,2532000,3.8,14,0.0306,0
27,14,6,4,2,0.4286,0.6667,1,17.54,11660000,2.6,14,0.0475,1
27,30,13,5,13,0.4333,0.3846,9,5.89,154000,4.0,14,0.1026,1
27,37,29,12,12,0.7838,0.4138,5,11.57,72000,3.6,14,0.1562,1
27,14,10,5,1,0.7143,0.5,4,15.8,2419000,3.4,14,0.0567,1
24,4,1,0,8,0.25,0.0,8,4.15,543000,4.5,1,1.0,0
50,2,1,0,1,0.5,0.0,3,16.97,399000,2.9,9,0.0131,0
50,8,4,4,4,0.5,1.0,2,8.81,7845000,4.7,9,0.0548,0
50,8,6,5,5,0.75,0.8333,1,10.07,0,4.0,9,0.0627,0
50,23,14,5,9,0.6087,0.3571,4,5.45,398000,3.9,9,0.1462,1
50,8,3,2,1,0.375,0.6667,3,16.14,685000,3.9,9,0.0496,1
50,8,4,2,1,0.5,0.5,7,12.73,3769000,4.0,9,0.0522,1
50,34,16,10,15,0.4706,0.625,14,6.04,57698000,3.6,9,0.2272,1
50,42,16,4,11,0.381,0.25,3,21.37,5693000,4.4,9,0.2063,1
50,23,17,12,14,0.7391,0.7059,14,11.0,1151000,4.6,9,0.188,1
20,0,0,0,5,0.0,0.0,1,12.5,441000,2.3,8,0.0343,0
20,7,5,3,1,0.7143,0.6,3,8.71,3039000,4.2,8,0.1029,0
20,17,8,3,5,0.4706,0.375,4,6.01,12683000,4.0,8,0.2114,0
20,15,9,5,6,0.6,0.5556,1,2.79,71000,4.0,8,0.2057,0
20,7,4,4,9,0.5714,1.0,6,4.74,283000,4.0,8,0.1429,0
20,8,5,3,1,0.625,0.6,7,7.73,22017000,3.9,8,0.1086,0
20,8,4,3,5,0.5,0.75,2,9.35,191000,4.0,8,0.1257,0
20,2,1,3,5,0.5,3.0,4,2.06,98000,3.0,8,0.0686,0
38,22,13,4,6,0.5909,0.3077,12,2.47,17715000,4.0,5,0.1811,0
38,12,5,4,7,0.4167,0.8,2,7.95,263000,3.5,5,0.1321,1
38,31,21,15,17,0.6774,0.7143,14,6.29,4524000,2.9,5,0.3283,0
38,30,11,8,12,0.3667,0.7273,7,16.04,4271000,2.0,5,0.2755,1
38,7,4,3,5,0.5714,0.75,5,0.79,3304000,3.7,5,0.083,0
51,28,17,10,15,0.6071,0.5882,6,10.56,1035000,3.6,9,0.2308,1
51,5,4,4,2,0.8,1.0,6,11.0,5372000,3.6,9,0.0677,1
51,18,11,7,2,0.6111,0.6364,5,2.33,11577000,4.0,9,0.1231,0
51,12,7,5,3,0.5833,0.7143,5,5.76,17601000,4.6,9,0.0892,0
51,11,8,6,4,0.7273,0.75,3,18.31,0,4.4,9,0.0892,0
51,7,4,3,3,0.5714,0.75,4,19.43,503000,4.0,9,0.0615,0
51,17,6,3,4,0.3529,0.5,1,24.39,120000,4.2,9,0.1138,1
51,16,8,7,4,0.5,0.875,7,22.7,0,4.0,9,0.1077,0
51,18,11,4,4,0.6111,0.3636,8,12.56,4175000,3.8,9,0.1169,0
43,2,1,2,0,0.5,2.0,5,3.68,7233000,3.3,7,0.0154,0
43,6,2,3,5,0.3333,1.5,5,13.92,0,5.0,7,0.041,0
43,15,12,6,7,0.8,0.5,6,20.14,2331000,4.6,7,0.1205,1
43,41,30,20,18,0.7317,0.6667,6,7.64,515000,4.0,7,0.3051,1
43,40,25,7,17,0.625,0.28,3,17.12,1228000,4.0,7,0.2359,0
43,35,23,10,11,0.6571,0.4348,10,7.01,1483000,3.0,7,0.2282,1
43,7,4,2,6,0.5714,0.5,1,7.83,5788000,4.0,7,0.0538,0
29,16,11,8,3,0.6875,0.7273,1,11.24,0,4.0,10,0.0788,0
29,42,21,7,18,0.5,0.3333,3,10.02,106000,4.1,10,0.1929,1
29,17,12,8,5,0.7059,0.6667,5,3.68,0,3.9,10,0.0871,0
29,38,23,5,15,0.6053,0.2174,12,13.23,150000,4.0,10,0.1929,1
29,5,2,1,3,0.4,0.5,2,3.63,1621000,3.7,10,0.027,0
29,28,22,8,5,0.7857,0.3636,14,11.55,333000,4.2,10,0.1432,1
29,28,20,12,12,0.7143,0.6,12,7.37,12427000,3.4,10,0.1639,1
29,9,7,6,1,0.7778,0.8571,8,7.36,48000,4.5,10,0.0581,1
29,1,0,2,0,0.0,0.0,2,22.0,0,4.3,10,0.0062,0
29,7,5,5,5,0.7143,1.0,1,17.09,443000,3.9,10,0.0498,0
31,39,32,16,8,0.8205,0.5,3,5.53,448000,4.5,9,0.3367,1
31,10,8,3,5,0.8,0.375,6,27.38,1529000,3.4,9,0.101,0
31,4,2,1,5,0.5,0.5,7,0.25,25422000,3.3,9,0.0505,0
31,6,4,2,6,0.6667,0.5,6,2.13,1052000,4.4,9,0.0774,1
31,18,10,5,7,0.5556,0.5,8,5.88,0,4.2,9,0.1347,0
31,4,1,0,7,0.25,0.0,4,5.01,2320000,3.5,9,0.064,1
31,8,5,2,5,0.625,0.4,3,10.16,2609000,4.0,9,0.0842,1
31,9,7,3,8,0.7778,0.4286,6,10.34,0,3.0,9,0.0909,0
31,7,4,4,1,0.5714,1.0,3,15.58,101000,3.8,9,0.0606,0
31,8,6,2,4,0.75,0.3333,1,9.85,0,4.3,9,0.081,0
31,8,5,2,8,0.625,0.4,2,8.8,63000,4.0,9,0.0972,0
31,14,6,4,7,0.4286,0.6667,7,14.41,1363000,4.6,9,0.1336,0
31,1,0,1,2,0.0,0.0,3,8.15,194000,4.0,9,0.0202,0
31,18,15,9,6,0.8333,0.6,6,9.39,2026000,4.0,9,0.2024,0
31,9,7,3,8,0.7778,0.4286,6,6.72,45981000,3.7,9,0.1377,1
31,6,4,2,7,0.6667,0.5,6,26.88,682000,2.7,9,0.0972,1
31,17,7,4,4,0.4118,0.5714,8,16.74,952000,3.7,9,0.1457,0
31,6,4,2,2,0.6667,0.5,2,13.05,166000,4.8,9,0.085,1
19,13,5,3,9,0.3846,0.6,4,7.24,192000,2.2,6,0.1604,0
19,7,4,1,0,0.5714,0.25,4,14.04,0,4.0,6,0.0566,0
19,14,8,8,9,0.5714,1.0,1,6.12,2512000,3.3,6,0.2075,1
19,1,0,2,1,0.0,0.0,1,3.03,153000,4.0,6,0.0283,0
19,41,31,9,12,0.7561,0.2903,13,33.57,1068000,3.0,6,0.4764,1
19,4,1,2,4,0.25,2.0,3,14.85,73000,4.4,6,0.0708,0
37,37,29,9,12,0.7838,0.3103,8,2.35,52318000,3.7,8,0.2573,1
37,7,3,4,0,0.4286,1.3333,2,4.94,363000,4.7,8,0.0424,0
37,13,5,5,4,0.3846,1.0,4,9.07,67000,3.4,8,0.0875,1
37,21,9,5,14,0.4286,0.5556,4,11.89,402000,3.4,8,0.1512,1
37,30,13,8,4,0.4333,0.6154,3,10.37,480000,4.0,8,0.1512,0
37,27,17,6,13,0.6296,0.3529,10,20.58,2991000,4.0,8,0.183,1
37,10,4,5,2,0.4,1.25,6,18.09,1534000,4.4,8,0.0743,1
37,7,4,3,3,0.5714,0.75,5,8.45,386000,4.6,8,0.0531,0
27,9,5,3,2,0.5556,0.6,3,4.83,326000,4.0,7,0.0631,0
27,5,3,1,6,0.6,0.3333,7,11.36,1154000,4.8,7,0.0599,0
27,15,8,6,20,0.5333,0.75,8,17.38,893000,3.9,7,0.1924,1
27,0,0,3,1,0.0,0.0,4,4.69,8611000,4.0,7,0.0158,0
27,22,11,6,12,0.5,0.5455,7,14.21,2384000,4.6,7,0.183,1
27,28,12,9,18,0.4286,0.75,14,15.11,334000,3.7,7,0.2177,0
27,40,16,10,11,0.4,0.625,3,14.91,5224000,4.3,7,0.2681,1
33,7,5,3,3,0.7143,0.6,2,8.03,0,4.9,13,0.0508,0
33,6,4,4,5,0.6667,1.0,1,0.72,2481000,4.0,13,0.0565,0
33,9,6,1,5,0.6667,0.1667,8,4.97,82000,4.0,13,0.0678,0
33,13,6,3,1,0.4615,0.5,4,23.34,216000,4.0,13,0.0763,0
33,1,0,2,3,0.0,0.0,2,5.37,61416000,4.4,13,0.0254,0
33,5,3,0,6,0.6,0.0,6,23.81,7267000,2.4,13,0.048,0
33,15,9,6,1,0.6,0.6667,3,7.38,7167000,4.8,13,0.1017,1
33,7,3,1,3,0.4286,0.3333,2,8.92,0,2.8,13,0.0395,0
33,41,14,11,12,0.3415,0.7857,3,13.5,262000,2.8,13,0.2288,0
33,7,5,2,3,0.7143,0.4,8,12.46,64000,4.0,13,0.065,1
33,13,5,2,7,0.3846,0.4,1,8.7,582000,4.0,13,0.0791,0
33,9,7,2,1,0.7778,0.2857,6,25.6,3684000,3.7,13,0.0621,0
33,14,11,6,4,0.7857,0.5455,1,17.36,0,3.0,13,0.0989,0
19,7,5,6,3,0.7143,1.2,3,1.53,18642000,4.7,5,0.1304,0
19,15,6,5,11,0.4,0.8333,11,0.98,308000,4.3,5,0.2337,1
19,32,17,11,15,0.5312,0.6471,5,22.48,1696000,2.7,5,0.4293,0
19,0,0,3,0,0.0,0.0,3,31.57,1090000,4.2,5,0.0326,0
19,16,7,3,4,0.4375,0.4286,6,26.94,765000,3.7,5,0.1739,0
20,13,10,6,9,0.7692,0.6,4,8.37,12960000,4.0,12,0.0984,1
20,8,5,4,2,0.625,0.8,5,13.96,1748000,4.0,12,0.0526,0
20,10,5,3,5,0.5,0.6,7,26.67,450000,3.7,12,0.0686,1
20,18,12,8,9,0.6667,0.6667,5,6.97,59386000,4.8,12,0.1098,0
20,8,6,6,9,0.75,1.0,6,14.23,0,5.0,12,0.0664,0
20,8,2,1,9,0.25,0.5,8,11.69,5147000,3.6,12,0.0503,0
20,24,15,7,11,0.625,0.4667,13,9.84,63000,4.8,12,0.1442,1
20,6,4,1,4,0.6667,0.25,4,5.03,0,4.0,12,0.0343,0
20,41,18,10,19,0.439,0.5556,14,39.18,2464000,4.4,12,0.2151,1
20,7,3,1,0,0.4286,0.3333,2,3.45,1052000,3.9,12,0.0275,0
20,5,3,2,5,0.6,0.6667,5,10.46,1785000,4.0,12,0.0412,0
20,18,7,5,8,0.3889,0.7143,11,19.26,401000,4.6,12,0.0915,0
57,17,11,6,7,0.6471,0.5455,6,8.44,538000,4.0,7,0.1622,0
57,28,18,10,17,0.6429,0.5556,12,17.0,3080000,4.0,7,0.3205,1
57,7,4,4,2,0.5714,1.0,1,8.58,3736000,4.0,7,0.0695,0
57,0,0,0,3,0.0,0.0,3,23.46,0,2.6,7,0.0116,0
57,2,1,0,0,0.5,0.0,5,7.64,0,3.8,7,0.0116,0
57,33,14,5,16,0.4242,0.3571,6,10.81,5528000,4.0,7,0.3012,1
57,10,6,5,4,0.6,0.8333,1,8.88,769000,2.4,7,0.1236,1
45,18,8,2,9,0.4444,0.25,8,16.3,2508000,4.2,3,0.4624,1
45,8,3,1,8,0.375,0.3333,8,12.13,1173000,3.3,3,0.2688,1
45,11,4,2,2,0.3636,0.5,2,7.04,973000,2.9,3,0.2688,1
64,0,0,3,3,0.0,0.0,4,11.56,868000,2.8,9,0.0348,0
64,6,3,2,2,0.5,0.6667,1,0.65,796000,3.1,9,0.0746,0
64,7,2,2,7,0.2857,1.0,3,6.33,125000,3.3,9,0.1244,1
64,15,10,4,9,0.6667,0.4,1,11.28,523000,4.0,9,0.199,0
64,14,8,4,16,0.5714,0.5,11,10.11,2448000,3.9,9,0.2338,1
64,4,1,3,3,0.25,3.0,4,18.96,4232000,4.5,9,0.0896,1
64,5,2,4,2,0.4,2.0,4,24.57,610000,4.0,9,0.0846,0
64,3,1,1,5,0.3333,1.0,3,5.67,1068000,4.0,9,0.0547,0
64,7,4,5,5,0.5714,1.25,4,11.16,0,4.0,9,0.1045,0
63,16,6,1,8,0.375,0.1667,5,11.48,668000,4.0,2,0.6,0
63,14,5,2,1,0.3571,0.4,1,19.45,0,3.5,2,0.4,0
20,13,11,6,7,0.8462,0.5455,4,7.41,248000,4.3,3,0.2727,1
20,5,2,1,1,0.4,0.5,1,21.93,672000,4.2,3,0.0649,0
20,42,28,8,15,0.6667,0.2857,11,17.2,389000,3.3,3,0.6623,1
18,1,0,2,3,0.0,0.0,1,15.04,2502000,4.2,5,0.1067,0
18,8,2,1,3,0.25,0.5,3,3.37,0,4.0,5,0.1867,0
18,6,4,2,6,0.6667,0.5,4,12.63,0,4.0,5,0.24,0
