user_id,product_category,age,dominant_gender,dominant_location,total_view,total_click,total_cart,total_wishlist,total_interactions,click_through_rate,cart_rate,unique_brands,avg_price,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,repurchase
U6057,Decor,21,Nam,Hải Phòng,5,3,1,2,16,0.6,0.3333,3,246000,13.3,213000,,7,0.0748,1
U6057,Sách,21,Nam,Hải Phòng,39,16,4,10,72,0.4103,0.25,7,442000,3.08,428000,3.1,7,0.3364,0
U6057,Mẹ & Bé,21,Nam,Hải Phòng,2,0,3,1,6,0.0,0.0,3,2333000,17.2,0,,7,0.028,0
U6057,Luxury,21,Nam,Hải Phòng,10,6,2,9,32,0.6,0.3333,6,10692000,7.52,9887000,3.4,7,0.1495,1
U6057,Gaming,21,Nam,Hải Phòng,11,9,5,4,33,0.8182,0.5556,2,1682000,15.86,1415000,4.6,7,0.1542,0
U6057,Pet care,21,Nam,Hải Phòng,2,1,0,4,7,0.5,0.0,3,75000,8.33,0,4.9,7,0.0327,0
U6058,Mẹ & Bé,18,Nữ,Cần Thơ,7,3,1,5,18,0.4286,0.3333,3,1723000,5.34,1630000,3.3,6,0.0619,0
U6058,Gaming,18,Nữ,Cần Thơ,40,31,23,5,105,0.775,0.7419,14,1086000,17.91,891000,4.7,6,0.3608,1
U6058,Fitness,18,Nữ,Cần Thơ,15,10,7,5,41,0.6667,0.7,3,1061000,11.32,940000,3.4,6,0.1409,0
U6058,Pet care,18,Nữ,Cần Thơ,15,5,6,5,33,0.3333,1.2,4,116000,4.53,110000,,6,0.1134,0
U6058,Thời trang,18,Nữ,Cần Thơ,14,8,5,4,32,0.5714,0.625,6,1131000,38.75,692000,,6,0.11,0
U6058,Thiết bị văn phòng,18,Nữ,Cần Thơ,19,15,12,8,62,0.7895,0.8,10,7633000,7.95,7026000,,6,0.2131,1
U6059,Gaming,21,Nữ,Hồ Chí Minh,7,5,1,9,24,0.7143,0.2,7,7765000,13.82,6691000,2.6,3,0.3333,0
U6059,Luxury,21,Nữ,Hồ Chí Minh,9,5,1,8,29,0.5556,0.2,2,12695000,0.08,12684000,3.0,3,0.4028,1
U6059,Outdoor,21,Nữ,Hồ Chí Minh,4,2,3,5,19,0.5,1.5,7,484000,13.91,416000,4.2,3,0.2639,1
U6060,Thiết bị văn phòng,20,Nam,Hải Phòng,21,9,6,13,57,0.4286,0.6667,12,4103000,16.1,3442000,4.1,2,0.6264,1
U6060,Pet care,20,Nam,Hải Phòng,13,9,2,3,34,0.6923,0.2222,4,379000,1.21,374000,,2,0.3736,1
U6061,Gia dụng,43,Nữ,Hà Nội,40,31,9,19,104,0.775,0.2903,14,1315000,21.62,1030000,4.4,6,0.2447,1
U6061,Luxury,43,Nữ,Hà Nội,18,10,9,3,46,0.5556,0.9,4,6712000,1.05,6641000,,6,0.1082,1
U6061,Fitness,43,Nữ,Hà Nội,28,12,6,7,62,0.4286,0.5,10,5494000,8.34,5035000,,6,0.1459,1
U6061,Pet care,43,Nữ,Hà Nội,34,24,6,20,95,0.7059,0.25,8,202000,1.0,199000,3.0,6,0.2235,1
U6061,Làm đẹp,43,Nữ,Hà Nội,15,6,3,18,53,0.4,0.5,14,880000,6.11,826000,4.8,6,0.1247,1
U6061,Thời trang,43,Nữ,Hà Nội,27,20,7,7,65,0.7407,0.35,3,1473000,22.37,1143000,,6,0.1529,0
U6062,Làm đẹp,23,Nữ,Hải Phòng,16,7,3,6,34,0.4375,0.4286,6,361000,10.57,322000,3.6,7,0.1298,0
U6062,Outdoor,23,Nữ,Hải Phòng,7,4,1,8,24,0.5714,0.25,1,7196000,16.98,5974000,,7,0.0916,0
U6062,Điện tử,23,Nữ,Hải Phòng,7,3,3,9,27,0.4286,1.0,1,4321000,3.03,4190000,,7,0.1031,1
U6062,Fitness,23,Nữ,Hải Phòng,21,15,11,17,68,0.7143,0.7333,7,2217000,9.15,2014000,4.7,7,0.2595,0
U6062,Thời trang,23,Nữ,Hải Phòng,17,6,3,10,39,0.3529,0.5,9,631000,39.72,380000,3.7,7,0.1489,0
U6062,Thiết bị văn phòng,23,Nữ,Hải Phòng,17,12,7,9,48,0.7059,0.5833,5,227000,4.08,217000,4.1,7,0.1832,0
U6062,Sách,23,Nữ,Hải Phòng,7,5,1,9,22,0.7143,0.2,8,57000,15.3,0,4.9,7,0.084,0
U6063,Outdoor,18,Nam,Cần Thơ,27,18,4,8,62,0.6667,0.2222,13,353000,9.51,319000,2.8,7,0.2238,1
U6063,Healthy food,18,Nam,Cần Thơ,38,20,15,12,97,0.5263,0.75,4,95000,7.68,87000,4.5,7,0.3502,1
U6063,Gia dụng,18,Nam,Cần Thơ,8,2,1,2,13,0.25,0.5,4,1536000,8.42,0,,7,0.0469,0
U6063,Mẹ & Bé,18,Nam,Cần Thơ,1,0,2,2,6,0.0,0.0,2,2557000,9.16,2322000,3.4,7,0.0217,0
U6063,Fitness,18,Nam,Cần Thơ,24,9,4,10,50,0.375,0.4444,14,5519000,17.62,4546000,4.5,7,0.1805,0
U6063,Sách,18,Nam,Cần Thơ,5,3,3,7,20,0.6,1.0,3,229000,11.58,202000,3.4,7,0.0722,0
U6063,Luxury,18,Nam,Cần Thơ,9,6,4,5,29,0.6667,0.6667,8,27821000,4.12,26674000,,7,0.1047,1
U6064,Gia dụng,22,Nữ,Cần Thơ,8,3,2,2,16,0.375,0.6667,4,4611000,21.14,3636000,4.3,9,0.05,0
U6064,Outdoor,22,Nữ,Cần Thơ,13,9,4,9,35,0.6923,0.4444,7,1922000,15.9,0,,9,0.1094,0
U6064,Mẹ & Bé,22,Nữ,Cần Thơ,5,2,2,8,24,0.4,1.0,6,6353000,15.17,5389000,3.4,9,0.075,1
U6064,Thời trang,22,Nữ,Cần Thơ,5,3,1,5,16,0.6,0.3333,2,1479000,27.54,1071000,3.4,9,0.05,0
U6064,Gaming,22,Nữ,Cần Thơ,34,25,8,9,84,0.7353,0.32,11,6309000,6.9,5873000,4.9,9,0.2625,1
U6064,Điện tử,22,Nữ,Cần Thơ,20,14,5,6,50,0.7,0.3571,3,5066000,5.46,4789000,4.5,9,0.1562,1
U6064,Decor,22,Nữ,Cần Thơ,5,2,0,7,21,0.4,0.0,2,1356000,20.77,1074000,4.9,9,0.0656,1
U6064,Fitness,22,Nữ,Cần Thơ,17,6,3,6,36,0.3529,0.5,1,5446000,7.09,5059000,4.3,9,0.1125,0
U6064,Làm đẹp,22,Nữ,Cần Thơ,18,9,4,7,38,0.5,0.4444,5,1193000,5.22,0,4.4,9,0.1188,0
U6065,Pet care,43,Nữ,Hải Phòng,39,28,10,18,99,0.7179,0.3571,12,76000,9.74,68000,4.2,14,0.1908,0
U6065,Thời trang,43,Nữ,Hải Phòng,18,14,6,6,50,0.7778,0.4286,4,3414000,18.53,2781000,3.0,14,0.0963,1
U6065,Luxury,43,Nữ,Hải Phòng,1,0,2,1,6,0.0,0.0,2,19285000,2.04,18891000,4.2,14,0.0116,0
U6065,Decor,43,Nữ,Hải Phòng,5,2,1,7,18,0.4,0.5,5,142000,13.01,123000,4.5,14,0.0347,0
U6065,Thể thao,43,Nữ,Hải Phòng,7,3,3,5,20,0.4286,1.0,2,650000,17.2,538000,3.4,14,0.0385,0
U6065,Outdoor,43,Nữ,Hải Phòng,20,10,6,4,43,0.5,0.6,10,7080000,9.67,6395000,,14,0.0829,0
U6065,Mẹ & Bé,43,Nữ,Hải Phòng,2,1,0,3,9,0.5,0.0,3,5099000,13.43,4414000,3.7,14,0.0173,0
U6065,Healthy food,43,Nữ,Hải Phòng,12,6,1,8,32,0.5,0.1667,7,899000,9.42,814000,4.5,14,0.0617,1
U6065,Gaming,43,Nữ,Hải Phòng,14,8,4,6,33,0.5714,0.5,4,1670000,13.41,1446000,,14,0.0636,0
U6065,Thiết bị văn phòng,43,Nữ,Hải Phòng,23,17,11,7,61,0.7391,0.6471,4,298000,7.45,275000,,14,0.1175,0
U6065,Làm đẹp,43,Nữ,Hải Phòng,15,12,7,3,43,0.8,0.5833,1,2641000,12.0,2324000,4.2,14,0.0829,1
U6065,Sách,43,Nữ,Hải Phòng,18,8,3,5,41,0.4444,0.375,6,32000,7.81,29000,4.9,14,0.079,1
U6065,Gia dụng,43,Nữ,Hải Phòng,16,12,8,8,48,0.75,0.6667,3,1299000,15.42,1098000,4.7,14,0.0925,0
U6065,Điện tử,43,Nữ,Hải Phòng,8,3,3,1,16,0.375,1.0,5,19030000,3.61,18343000,4.8,14,0.0308,0
U6066,Thời trang,51,Nam,Hà Nội,14,7,5,5,36,0.5,0.7143,4,3845000,40.99,2268000,3.9,4,0.3214,1
U6066,Healthy food,51,Nam,Hà Nội,8,4,1,6,24,0.5,0.25,1,420000,2.8,408000,4.3,4,0.2143,1
U6066,Luxury,51,Nam,Hà Nội,18,12,5,8,47,0.6667,0.4167,8,62557000,3.36,60455000,2.1,4,0.4196,0
U6066,Decor,51,Nam,Hà Nội,1,0,0,1,5,0.0,0.0,5,2913000,16.47,2433000,4.2,4,0.0446,0
U6067,Decor,25,Nam,Cần Thơ,24,20,7,11,74,0.8333,0.35,13,143000,12.07,125000,4.1,7,0.2835,1
U6067,Healthy food,25,Nam,Cần Thơ,17,11,4,3,37,0.6471,0.3636,5,740000,7.62,683000,2.7,7,0.1418,0
U6067,Gaming,25,Nam,Cần Thơ,5,2,2,3,14,0.4,1.0,5,12781000,11.9,11260000,3.5,7,0.0536,0
U6067,Thể thao,25,Nam,Cần Thơ,5,3,1,1,10,0.6,0.3333,2,14764000,27.08,0,4.9,7,0.0383,0
U6067,Pet care,25,Nam,Cần Thơ,43,33,12,9,101,0.7674,0.3636,13,709000,3.88,681000,4.6,7,0.387,0
U6067,Thiết bị văn phòng,25,Nam,Cần Thơ,6,4,2,0,15,0.6667,0.5,4,6328000,3.5,6106000,3.7,7,0.0575,0
U6067,Điện tử,25,Nam,Cần Thơ,2,0,2,3,10,0.0,0.0,5,7706000,8.88,7021000,4.7,7,0.0383,0
U6068,Sách,18,Nữ,Cần Thơ,0,0,1,0,3,0.0,0.0,1,226000,8.43,206000,,5,0.0172,0
U6068,Thể thao,18,Nữ,Cần Thơ,13,9,6,9,46,0.6923,0.6667,10,512000,19.47,412000,3.9,5,0.2644,1
U6068,Thời trang,18,Nữ,Cần Thơ,12,4,2,2,22,0.3333,0.5,4,2793000,40.23,1669000,4.2,5,0.1264,0
U6068,Gia dụng,18,Nữ,Cần Thơ,41,20,7,16,86,0.4878,0.35,7,3303000,14.16,2835000,,5,0.4943,0
U6068,Mẹ & Bé,18,Nữ,Cần Thơ,6,4,4,0,17,0.6667,1.0,1,1483000,11.7,1309000,4.1,5,0.0977,0
U6069,Healthy food,47,Nam,Hải Phòng,11,4,5,7,31,0.3636,1.25,7,1131000,10.66,1010000,4.3,11,0.103,0
U6069,Mẹ & Bé,47,Nam,Hải Phòng,8,6,2,4,22,0.75,0.3333,3,80000,17.07,66000,2.8,11,0.0731,0
U6069,Outdoor,47,Nam,Hải Phòng,0,0,2,1,5,0.0,0.0,5,1324000,8.98,1205000,3.8,11,0.0166,0
U6069,Luxury,47,Nam,Hải Phòng,35,17,6,20,90,0.4857,0.3529,9,55594000,0.37,55388000,4.5,11,0.299,1
U6069,Gaming,47,Nam,Hải Phòng,0,0,1,2,3,0.0,0.0,5,2814000,14.3,0,2.9,11,0.01,0
U6069,Thời trang,47,Nam,Hải Phòng,13,9,7,9,43,0.6923,0.7778,3,2865000,28.16,2058000,4.7,11,0.1429,1
U6069,Thể thao,47,Nam,Hải Phòng,5,2,1,2,12,0.4,0.5,5,2772000,20.23,2211000,,11,0.0399,0
U6069,Fitness,47,Nam,Hải Phòng,14,8,5,14,44,0.5714,0.625,13,2326000,9.21,2111000,,11,0.1462,0
U6069,Gia dụng,47,Nam,Hải Phòng,0,0,2,5,10,0.0,0.0,5,885000,12.25,776000,,11,0.0332,0
U6069,Pet care,47,Nam,Hải Phòng,1,0,3,5,11,0.0,0.0,3,104000,9.2,94000,4.3,11,0.0365,0
U6069,Thiết bị văn phòng,47,Nam,Hải Phòng,15,7,3,4,30,0.4667,0.4286,5,305000,6.52,285000,,11,0.0997,0
U6070,Thiết bị văn phòng,45,Nam,Đà Nẵng,11,7,2,9,35,0.6364,0.2857,2,7076000,7.35,6555000,,9,0.1452,1
U6070,Gia dụng,45,Nam,Đà Nẵng,12,7,4,18,43,0.5833,0.5714,13,2132000,10.13,1916000,3.7,9,0.1784,0
U6070,Làm đẹp,45,Nam,Đà Nẵng,10,6,4,8,30,0.6,0.6667,7,588000,17.51,485000,4.0,9,0.1245,0
U6070,Decor,45,Nam,Đà Nẵng,17,8,5,7,44,0.4706,0.625,5,1239000,16.34,1036000,3.6,9,0.1826,1
U6070,Fitness,45,Nam,Đà Nẵng,6,2,1,3,14,0.3333,0.5,5,12594000,9.42,11407000,3.8,9,0.0581,0
U6070,Thể thao,45,Nam,Đà Nẵng,16,6,4,6,32,0.375,0.6667,6,6531000,10.17,0,,9,0.1328,0
U6070,Healthy food,45,Nam,Đà Nẵng,4,2,3,0,9,0.5,1.5,4,290000,7.42,0,4.6,9,0.0373,0
U6070,Điện tử,45,Nam,Đà Nẵng,4,2,3,1,10,0.5,1.5,3,11449000,1.44,0,,9,0.0415,0
U6070,Mẹ & Bé,45,Nam,Đà Nẵng,11,7,2,2,24,0.6364,0.2857,2,1398000,16.18,1171000,3.9,9,0.0996,0
U6071,Thể thao,32,Nữ,Cần Thơ,0,0,0,1,4,0.0,0.0,2,1571000,24.93,1179000,,4,0.0519,0
U6071,Healthy food,32,Nữ,Cần Thơ,4,1,2,5,15,0.25,2.0,3,154000,9.16,139000,3.9,4,0.1948,0
U6071,Thời trang,32,Nữ,Cần Thơ,8,6,2,4,23,0.75,0.3333,3,2732000,23.22,2097000,4.0,4,0.2987,0
U6071,Làm đẹp,32,Nữ,Cần Thơ,16,8,2,8,35,0.5,0.25,5,835000,14.0,718000,,4,0.4545,0
U6072,Fitness,26,Nữ,Hồ Chí Minh,9,7,3,6,25,0.7778,0.4286,7,219000,5.17,0,,4,0.2525,0
U6072,Healthy food,26,Nữ,Hồ Chí Minh,17,7,3,3,32,0.4118,0.4286,1,103000,8.97,93000,1.5,4,0.3232,0
U6072,Gia dụng,26,Nữ,Hồ Chí Minh,17,13,2,5,39,0.7647,0.1538,3,7198000,10.26,6459000,4.1,4,0.3939,0
U6072,Làm đẹp,26,Nữ,Hồ Chí Minh,1,0,0,2,3,0.0,0.0,4,187000,15.4,0,4.5,4,0.0303,0
U6073,Luxury,55,Nam,Hải Phòng,17,10,5,1,37,0.5882,0.5,2,58296000,3.21,56424000,2.6,10,0.0905,0
U6073,Thiết bị văn phòng,55,Nam,Hải Phòng,20,13,7,12,62,0.65,0.5385,3,223000,11.24,197000,,10,0.1516,1
U6073,Decor,55,Nam,Hải Phòng,29,16,10,20,81,0.5517,0.625,13,398000,15.15,337000,,10,0.198,1
U6073,Gaming,55,Nam,Hải Phòng,15,10,5,6,37,0.6667,0.5,2,9129000,3.82,8780000,3.3,10,0.0905,0
U6073,Điện tử,55,Nam,Hải Phòng,35,17,9,14,83,0.4857,0.5294,8,13262000,3.19,12838000,4.7,10,0.2029,1
U6073,Mẹ & Bé,55,Nam,Hải Phòng,24,16,6,4,60,0.6667,0.375,9,81000,7.54,74000,,10,0.1467,1
U6073,Thời trang,55,Nam,Hải Phòng,7,2,3,0,13,0.2857,1.5,2,894000,40.34,533000,,10,0.0318,0
U6073,Sách,55,Nam,Hải Phòng,11,4,2,5,22,0.3636,0.5,7,33000,14.12,0,4.4,10,0.0538,0
U6073,Thể thao,55,Nam,Hải Phòng,0,0,1,5,8,0.0,0.0,1,6534000,15.59,5515000,,10,0.0196,0
U6073,Healthy food,55,Nam,Hải Phòng,2,1,1,0,6,0.5,1.0,4,391000,8.79,356000,,10,0.0147,0
U6074,Gaming,21,Nam,Cần Thơ,39,26,13,19,104,0.6667,0.5,9,1186000,12.54,1037000,,5,0.3068,1
U6074,Sách,21,Nam,Cần Thơ,8,5,2,5,22,0.625,0.4,4,118000,3.89,113000,4.3,5,0.0649,0
U6074,Fitness,21,Nam,Cần Thơ,38,17,10,12,89,0.4474,0.5882,12,6265000,9.75,5654000,4.4,5,0.2625,1
U6074,Điện tử,21,Nam,Cần Thơ,42,26,16,5,93,0.619,0.6154,7,12707000,8.39,11640000,4.5,5,0.2743,0
U6074,Thể thao,21,Nam,Cần Thơ,12,5,2,6,31,0.4167,0.4,2,400000,25.61,297000,4.6,5,0.0914,1
U6075,Điện tử,53,Nữ,Cần Thơ,6,3,3,5,20,0.5,1.0,2,16921000,3.26,16369000,,6,0.0966,0
U6075,Healthy food,53,Nữ,Cần Thơ,8,5,2,5,23,0.625,0.4,3,260000,8.31,238000,3.3,6,0.1111,0
U6075,Luxury,53,Nữ,Cần Thơ,24,19,7,10,65,0.7917,0.3684,11,8579000,6.93,7984000,,6,0.314,1
U6075,Gia dụng,53,Nữ,Cần Thơ,7,4,3,1,20,0.5714,0.75,7,7459000,10.5,6675000,3.7,6,0.0966,1
U6075,Fitness,53,Nữ,Cần Thơ,16,11,9,7,46,0.6875,0.8182,1,282000,18.0,231000,2.7,6,0.2222,0
U6075,Làm đẹp,53,Nữ,Cần Thơ,17,6,1,9,33,0.3529,0.1667,2,349000,8.56,0,,6,0.1594,0
U6076,Gia dụng,31,Nữ,Hà Nội,17,11,6,8,48,0.6471,0.5455,7,4791000,21.62,3755000,4.1,9,0.1696,1
U6076,Thời trang,31,Nữ,Hà Nội,5,2,4,2,17,0.4,2.0,3,348000,12.6,304000,2.0,9,0.0601,0
U6076,Luxury,31,Nữ,Hà Nội,6,4,1,0,11,0.6667,0.25,4,18925000,4.71,0,4.3,9,0.0389,0
U6076,Làm đẹp,31,Nữ,Hà Nội,25,9,6,19,69,0.36,0.6667,9,761000,20.85,602000,4.6,9,0.2438,1
U6076,Sách,31,Nữ,Hà Nội,0,0,1,3,6,0.0,0.0,5,40000,0.48,39000,3.7,9,0.0212,0
U6076,Gaming,31,Nữ,Hà Nội,4,2,2,3,12,0.5,1.0,4,17952000,15.59,15153000,4.8,9,0.0424,0
U6076,Outdoor,31,Nữ,Hà Nội,37,24,12,12,96,0.6486,0.5,13,2194000,7.31,2033000,,9,0.3392,1
U6076,Fitness,31,Nữ,Hà Nội,8,3,1,6,20,0.375,0.3333,4,209000,12.85,182000,3.9,9,0.0707,0
U6076,Thiết bị văn phòng,31,Nữ,Hà Nội,2,1,0,1,4,0.5,0.0,4,1981000,4.28,0,2.8,9,0.0141,0
U6077,Luxury,48,Nữ,Hồ Chí Minh,8,3,2,2,17,0.375,0.6667,2,73025000,5.93,68694000,4.3,5,0.1635,0
U6077,Gia dụng,48,Nữ,Hồ Chí Minh,5,4,3,3,17,0.8,0.75,8,8712000,13.52,7534000,,5,0.1635,0
U6077,Thiết bị văn phòng,48,Nữ,Hồ Chí Minh,18,7,5,7,40,0.3889,0.7143,7,342000,8.89,311000,4.0,5,0.3846,0
U6077,Thể thao,48,Nữ,Hồ Chí Minh,5,3,1,4,14,0.6,0.3333,5,533000,12.71,465000,,5,0.1346,0
U6077,Mẹ & Bé,48,Nữ,Hồ Chí Minh,6,2,4,1,16,0.3333,2.0,4,3788000,8.22,3476000,,5,0.1538,0
U6078,Pet care,29,Nữ,Hà Nội,3,1,3,3,13,0.3333,3.0,3,74000,7.71,68000,,4,0.2,0
U6078,Decor,29,Nữ,Hà Nội,8,6,3,3,22,0.75,0.5,3,1988000,15.29,1684000,2.4,4,0.3385,0
U6078,Thời trang,29,Nữ,Hà Nội,7,3,2,4,16,0.4286,0.6667,4,3856000,28.18,0,,4,0.2462,0
U6078,Outdoor,29,Nữ,Hà Nội,4,1,3,3,14,0.25,3.0,5,8226000,10.28,7380000,,4,0.2154,0
U6079,Decor,30,Nam,Đà Nẵng,0,0,3,5,8,0.0,0.0,3,769000,11.0,0,3.7,4,0.1111,0
U6079,Gia dụng,30,Nam,Đà Nẵng,6,4,3,4,20,0.6667,0.75,2,3205000,5.12,3040000,3.5,4,0.2778,0
U6079,Outdoor,30,Nam,Đà Nẵng,2,0,1,4,7,0.0,0.0,5,3123000,20.2,0,,4,0.0972,0
U6079,Thể thao,30,Nam,Đà Nẵng,17,6,5,9,37,0.3529,0.8333,8,439000,13.56,0,2.2,4,0.5139,0
U6080,Fitness,19,Nữ,Hải Phòng,2,1,3,4,10,0.5,3.0,4,16084000,5.45,0,4.4,5,0.122,0
U6080,Outdoor,19,Nữ,Hải Phòng,0,0,2,4,6,0.0,0.0,3,2327000,15.71,0,3.5,5,0.0732,0
U6080,Sách,19,Nữ,Hải Phòng,9,5,5,9,29,0.5556,1.0,2,65000,15.07,55000,4.3,5,0.3537,0
U6080,Điện tử,19,Nữ,Hải Phòng,6,4,5,2,19,0.6667,1.25,5,7617000,1.3,7517000,4.9,5,0.2317,0
U6080,Luxury,19,Nữ,Hải Phòng,5,3,2,7,18,0.6,0.6667,5,6560000,3.44,6334000,5.0,5,0.2195,0
U6081,Gaming,20,Nam,Đà Nẵng,43,29,7,15,106,0.6744,0.2414,13,1195000,15.49,1009000,3.7,8,0.2454,1
U6081,Điện tử,20,Nam,Đà Nẵng,7,4,5,5,24,0.5714,1.25,4,5073000,4.55,4842000,4.8,8,0.0556,0
U6081,Fitness,20,Nam,Đà Nẵng,13,7,4,7,32,0.5385,0.5714,6,5686000,15.11,4826000,5.0,8,0.0741,0
U6081,Sách,20,Nam,Đà Nẵng,42,26,5,13,98,0.619,0.1923,9,40000,17.99,32000,,8,0.2269,1
U6081,Luxury,20,Nam,Đà Nẵng,13,8,4,6,32,0.6154,0.5,2,33900000,0.79,33632000,2.8,8,0.0741,0
U6081,Gia dụng,20,Nam,Đà Nẵng,8,5,3,0,16,0.625,0.6,1,771000,5.77,0,,8,0.037,0
U6081,Thể thao,20,Nam,Đà Nẵng,16,10,6,2,34,0.625,0.6,3,2057000,22.22,0,,8,0.0787,0
U6081,Pet care,20,Nam,Đà Nẵng,43,20,13,7,90,0.4651,0.65,14,236000,2.87,229000,3.2,8,0.2083,1
U6082,Mẹ & Bé,25,Nữ,Cần Thơ,9,4,3,2,18,0.4444,0.75,1,1228000,16.68,0,3.6,2,0.3103,0
U6082,Thể thao,25,Nữ,Cần Thơ,16,11,7,4,40,0.6875,0.6364,5,651000,20.83,515000,3.4,2,0.6897,0
U6083,Healthy food,25,Nữ,Cần Thơ,25,16,5,15,73,0.64,0.3125,5,546000,4.76,520000,3.1,8,0.2,1
U6083,Pet care,25,Nữ,Cần Thơ,7,3,3,5,19,0.4286,1.0,3,166000,7.3,153000,,8,0.0521,0
U6083,Outdoor,25,Nữ,Cần Thơ,3,1,2,1,9,0.3333,2.0,2,2124000,15.38,1797000,4.1,8,0.0247,0
U6083,Thời trang,25,Nữ,Cần Thơ,0,0,2,1,4,0.0,0.0,4,985000,16.92,818000,,8,0.011,0
U6083,Thiết bị văn phòng,25,Nữ,Cần Thơ,37,20,12,20,92,0.5405,0.6,10,200000,4.79,190000,,8,0.2521,0
U6083,Điện tử,25,Nữ,Cần Thơ,35,19,12,14,91,0.5429,0.6316,9,16892000,11.92,14878000,,8,0.2493,1
U6083,Gaming,25,Nữ,Cần Thơ,4,2,0,8,15,0.5,0.0,1,2149000,8.77,1960000,4.5,8,0.0411,0
U6083,Luxury,25,Nữ,Cần Thơ,26,9,7,12,62,0.3462,0.7778,12,6709000,2.04,6572000,3.3,8,0.1699,1
U6084,Làm đẹp,19,Nam,Cần Thơ,2,0,1,3,8,0.0,0.0,1,362000,20.57,287000,4.6,4,0.062,0
U6084,Healthy food,19,Nam,Cần Thơ,6,4,3,2,15,0.6667,0.75,3,570000,1.09,0,4.5,4,0.1163,0
U6084,Luxury,19,Nam,Cần Thơ,39,18,4,13,85,0.4615,0.2222,4,8143000,7.44,7537000,3.2,4,0.6589,1
U6084,Pet care,19,Nam,Cần Thơ,9,5,3,2,21,0.5556,0.6,5,239000,9.64,215000,4.5,4,0.1628,0
U6085,Sách,41,Nam,Cần Thơ,45,25,5,12,92,0.5556,0.2,10,83000,0.56,82000,4.4,11,0.18,1
U6085,Gaming,41,Nam,Cần Thơ,0,0,0,4,7,0.0,0.0,5,757000,5.55,714000,4.0,11,0.0137,0
U6085,Thời trang,41,Nam,Cần Thơ,7,4,4,3,19,0.5714,1.0,1,1487000,15.77,1252000,1.6,11,0.0372,0
U6085,Outdoor,41,Nam,Cần Thơ,16,12,7,8,50,0.75,0.5833,1,3660000,14.12,3143000,4.4,11,0.0978,1
U6085,Điện tử,41,Nam,Cần Thơ,33,27,10,6,80,0.8182,0.3704,13,2690000,2.17,2631000,3.7,11,0.1566,0
U6085,Làm đẹp,41,Nam,Cần Thơ,6,2,2,7,19,0.3333,1.0,7,1202000,24.82,903000,2.9,11,0.0372,0
U6085,Mẹ & Bé,41,Nam,Cần Thơ,6,4,3,3,19,0.6667,0.75,3,5011000,9.98,4510000,4.8,11,0.0372,0
U6085,Pet care,41,Nam,Cần Thơ,8,6,3,0,19,0.75,0.5,1,203000,7.26,188000,,11,0.0372,0
U6085,Thể thao,41,Nam,Cần Thơ,45,29,7,18,111,0.6444,0.2414,12,1506000,11.63,1330000,4.4,11,0.2172,1
U6085,Luxury,41,Nam,Cần Thơ,37,22,10,16,87,0.5946,0.4545,7,28355000,5.89,26684000,,11,0.1703,0
U6085,Decor,41,Nam,Cần Thơ,0,0,1,4,8,0.0,0.0,2,282000,17.39,232000,4.5,11,0.0157,0
U6086,Gaming,21,Nữ,Cần Thơ,18,13,4,6,47,0.7222,0.3077,7,939000,5.63,886000,3.7,8,0.1815,1
U6086,Điện tử,21,Nữ,Cần Thơ,17,10,4,3,38,0.5882,0.4,8,24670000,3.12,23900000,2.9,8,0.1467,0
U6086,Thể thao,21,Nữ,Cần Thơ,36,16,10,18,91,0.4444,0.625,7,416000,22.95,320000,4.3,8,0.3514,1
U6086,Luxury,21,Nữ,Cần Thơ,13,7,5,2,30,0.5385,0.7143,5,7542000,4.19,7225000,,8,0.1158,0
U6086,Thời trang,21,Nữ,Cần Thơ,6,3,4,3,17,0.5,1.3333,2,3437000,12.76,2998000,,8,0.0656,0
U6086,Healthy food,21,Nữ,Cần Thơ,1,0,0,5,9,0.0,0.0,4,1750000,4.21,1676000,4.8,8,0.0347,0
U6086,Sách,21,Nữ,Cần Thơ,1,0,0,3,6,0.0,0.0,4,73000,13.78,62000,,8,0.0232,0
U6086,Mẹ & Bé,21,Nữ,Cần Thơ,8,3,2,1,21,0.375,0.6667,2,707000,16.65,589000,,8,0.0811,1
U6087,Fitness,19,Nam,Cần Thơ,8,6,2,9,26,0.75,0.3333,7,2813000,11.06,2501000,3.7,3,0.1595,0
U6087,Healthy food,19,Nam,Cần Thơ,29,12,7,13,71,0.4138,0.5833,13,203000,4.82,193000,3.9,3,0.4356,1
U6087,Mẹ & Bé,19,Nam,Cần Thơ,26,19,7,8,66,0.7308,0.3684,5,3019000,8.29,2768000,,3,0.4049,1
U6088,Thiết bị văn phòng,18,Nữ,Hải Phòng,6,4,1,7,21,0.6667,0.25,1,620000,15.32,525000,,13,0.0597,0
U6088,Pet care,18,Nữ,Hải Phòng,3,2,3,5,16,0.6667,1.5,1,74000,7.46,68000,4.8,13,0.0455,0
U6088,Decor,18,Nữ,Hải Phòng,23,19,7,20,77,0.8261,0.3684,5,4153000,18.97,3365000,1.4,13,0.2188,1
U6088,Outdoor,18,Nữ,Hải Phòng,5,3,3,3,15,0.6,1.0,5,2578000,13.55,2228000,3.7,13,0.0426,0
U6088,Làm đẹp,18,Nữ,Hải Phòng,7,3,3,5,24,0.4286,1.0,2,330000,17.84,271000,3.1,13,0.0682,1
